sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
3702,I've been having trouble sleeping at night,1,80.00%,0,80.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,"Health, Fatigue, or Physical Pain",2.8,4,1.6,6,0,0.2,0,0.5,0,0,0,0,0.3,mTurk_synthetic_covid_2,0
3703,I have been really stressed about juggling work and home while under quarantine,1,100.00%,1,100.00%,Work,Work,Everyday Decision Making,5.4,5,1.85,9,0,0,0.2,0.1,0,0.1,0,0.6,0,mTurk_synthetic_covid_2,0
3704,having a pile of laundry to do,1,60.00%,0,80.00%,Everyday Decision Making,Other,Social Relationships,1.8,2,1.6,5,0,0.6,0.2,0,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3705,That I'll be graduating and having to find a job next semester.,1,100.00%,0,100.00%,Work,Work,School,4.6,5,1.85,8,0.2,0,0,0,0.3,0,0,0.5,0,mTurk_synthetic_covid_2,0
3706,hours cut at work,1,100.00%,1,60.00%,Work,Work, ,5.4,5,2.06,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic_covid_2,0
3707,I would say all of the protests and worrying about my own safety now.,1,100.00%,0,60.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,3.8,3,1.94,6,0,0.1,0,0.7,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3708,My fajitas came out burnt!,1,80.00%,1,80.00%,Other,Social Relationships,Financial Problem,4.4,5,2.58,5,0.2,0.2,0,0,0,0,0.4,0.2,0,mTurk_synthetic_covid_2,0
3709,People arent taking the virus serious anymore,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Social Relationships,3.8,3,2.79,6,0,0,0,0.2,0.1,0,0.2,0.1,0.4,mTurk_synthetic_covid_2,0
3710,I need to move in August and am worried about doing so with covid,1,100.00%,1,100.00%,Other,Emotional Turmoil,Everyday Decision Making,4.4,4,1.02,7,0,0.2,0.2,0.6,0,0,0,0,0,mTurk_synthetic_covid_2,0
3711,a positive attitude,0,100.00%,0,100.00%,Emotional Turmoil,Other, ,0,0,0,5,0,1,0,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3712,My husband's new job doesn't have benefits and I need health insurance,1,100.00%,0,80.00%,Work,"Health, Fatigue, or Physical Pain",Emotional Turmoil,5.4,5,2.65,7,0.2,0,0.1,0.3,0,0,0,0,0.4,mTurk_synthetic_covid_2,0
3713,simply planing a meal,1,60.00%,0,80.00%,Social Relationships,Everyday Decision Making,Other,1.4,1,1.36,5,0,0.4,0.4,0,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3714,my income is not proper and its difficult for me to run a normal life with specific need,1,100.00%,1,60.00%,Financial Problem,Financial Problem,Emotional Turmoil,4.4,4,1.36,5,0.4,0,0,0.4,0.2,0,0,0,0,mTurk_synthetic_covid_2,0
3715,I am stressing about money currently.,1,100.00%,1,60.00%,Financial Problem,Financial Problem,Emotional Turmoil,5.2,4,1.6,5,0.6,0,0,0.2,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3716,I feel like this corona virus situation is going to last forever.,1,100.00%,1,100.00%,Social Relationships,Emotional Turmoil,Other,4.8,4,2.23,7,0,0.2,0.2,0.5,0,0,0,0,0.1,mTurk_synthetic_covid_2,0
3717,"I quarelled with my boyfriend , im so stressed out, he will be moving out.",1,100.00%,0,60.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4,4,0.63,6,0,0,0,0.1,0,0,0.9,0,0,mTurk_synthetic_covid_2,0
3718,Hey! This whole covid situation is really messing me up right now.,1,100.00%,1,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4.4,3,2.73,6,0,0,0.2,0.5,0,0,0,0,0.3,mTurk_synthetic_covid_2,0
3719,i found out my friend has covid-19,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Social Relationships,5.6,4,2.8,9,0,0,0,0,0,0,0.4,0,0.6,mTurk_synthetic_covid_2,0
3720,My reduced hour at work due to this pandemic crisis.,1,100.00%,1,80.00%,Work,Work,Financial Problem,3.4,4,0.8,6,0.3,0,0,0,0,0,0,0.7,0,mTurk_synthetic_covid_2,0
3721,"I'm not working due to Covid, so everything feels stressful",1,100.00%,1,100.00%,Work,Work,Emotional Turmoil,8.4,9,0.8,7,0,0.1,0,0.2,0,0,0,0.6,0.1,mTurk_synthetic_covid_2,0
3722,Trying to find things that are sold out at stores.,1,80.00%,1,60.00%,Everyday Decision Making,Other,Social Relationships,3.6,3,2.33,6,0,0.5,0.2,0,0,0.1,0.2,0,0,mTurk_synthetic_covid_2,0
3723,I'm really stressed about moving. I'm scared,1,100.00%,0,60.00%,Everyday Decision Making,Emotional Turmoil,Other,4.4,4,1.02,6,0,0.3,0.2,0.5,0,0,0,0,0,mTurk_synthetic_covid_2,0
3724,Not being able to get my daughter to let my grand kids come over.,1,100.00%,0,60.00%,Family Issues,Emotional Turmoil,Family Issues,5,4,1.79,5,0.2,0,0,0.4,0,0.4,0,0,0,mTurk_synthetic_covid_2,0
3725,Well I am not enjoying my work at the time because things are slow and layoffs may come.,1,100.00%,0,80.00%,Work,Work,Financial Problem,5.6,6,1.85,7,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3726,Money,1,100.00%,1,80.00%,Financial Problem,Financial Problem,Emotional Turmoil,4.2,5,1.17,5,0.8,0,0,0.2,0,0,0,0,0,mTurk_synthetic_covid_2,0
3727,covid 19 pandemic disease,1,80.00%,1,100.00%,Work,"Health, Fatigue, or Physical Pain",Emotional Turmoil,3.8,3,2.86,5,0,0.2,0,0.2,0,0,0.2,0,0.4,mTurk_synthetic_covid_2,0
3728,Just a problem I'm having,1,100.00%,0,100.00%,Work,Other,Emotional Turmoil,1.8,1,1.6,6,0,0.8,0,0.1,0,0,0,0.1,0,mTurk_synthetic_covid_2,0
3729,I'm worried my beliefs and morals conflict with my employers.,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,4,5,1.79,7,0,0,0,0.2,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3730,this darn covid has been stressing me out. people don't listen!,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,5.2,4,1.94,6,0,0,0.2,0.2,0,0,0.1,0,0.5,mTurk_synthetic_covid_2,0
3731,"m job is really stressing me up because it is like there is a likelihood of loosing it,",1,100.00%,1,60.00%,Work,Work,Emotional Turmoil,5.4,5,2.06,6,0.1,0,0,0.2,0,0,0,0.7,0,mTurk_synthetic_covid_2,0
3732,the treat of martial law.,1,80.00%,0,60.00%,Other,Other,Emotional Turmoil,3.2,3,2.14,6,0,0.6,0,0.3,0,0,0.1,0,0,mTurk_synthetic_covid_2,0
3733,don't thingk negative and go forward,0,60.00%,0,60.00%,Work,Other,Emotional Turmoil,1.4,0,1.74,6,0,0.6,0,0.2,0.1,0,0,0.1,0,mTurk_synthetic_covid_2,0
3734,Interesting,0,60.00%,0,60.00%,Social Relationships,Other,Emotional Turmoil,1.6,0,2.06,6,0,0.6,0,0.2,0,0,0,0.1,0.1,mTurk_synthetic_covid_2,0
3735,I am stressed out because the gym has been closed for months.,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,Social Relationships,2.8,3,0.98,6,0,0.2,0,0.5,0,0,0.2,0,0.1,mTurk_synthetic_covid_2,0
3736,I just miss seeing my friends because of coronavirus,1,100.00%,1,100.00%,Other,Social Relationships,Emotional Turmoil,3.4,2,2.5,7,0,0,0,0.2,0,0.1,0.7,0,0,mTurk_synthetic_covid_2,0
3737,Work has been super stressfull lately,1,100.00%,0,100.00%,Work,Work, ,4.6,4,2.58,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic_covid_2,0
3738,hey dude evening free,1,60.00%,1,60.00%,Social Relationships,Other,Social Relationships,2.8,2,2.99,5,0,0.4,0,0.2,0,0.2,0.2,0,0,mTurk_synthetic_covid_2,0
3739,Not knowing if I will get a teaching position in August!,1,100.00%,0,60.00%,Work,Work,Emotional Turmoil,5,5,2.19,5,0,0,0,0.2,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3740,The riot and vandalism on our street last Sunday night.,1,100.00%,0,60.00%,Other,Other,Emotional Turmoil,4.8,4,1.94,5,0,0.8,0,0.2,0,0,0,0,0,mTurk_synthetic_covid_2,0
3741,I've been thinking about the future a lot so it's been hard for me to manage the stress.,1,100.00%,0,80.00%,School,Other,Everyday Decision Making,4.4,4,1.02,5,0,0.6,0.2,0,0,0.2,0,0,0,mTurk_synthetic_covid_2,0
3742,My appetite is through the roof! I can't stop eating.,1,80.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Everyday Decision Making,1.8,2,1.17,8,0,0.1,0.1,0.1,0,0,0,0,0.7,mTurk_synthetic_covid_2,0
3743,Finding a job! It's been so draining.,1,100.00%,0,60.00%,Work,Work,Social Relationships,6.4,5,1.74,5,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic_covid_2,0
3744,i have urgent some work unable come on time,1,100.00%,0,60.00%,Financial Problem,Work,Emotional Turmoil,4.6,6,1.96,5,0,0,0,0.2,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3745,Hi dear am not comfortable with my boyfriend,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,3.4,4,1.2,6,0,0,0,0.1,0,0,0.9,0,0,mTurk_synthetic_covid_2,0
3746,Well lately I've been trying to email a company and they don't answer,1,100.00%,0,60.00%,Work,Financial Problem,Social Relationships,3.8,4,1.83,6,0.3,0.2,0.2,0,0,0,0.2,0.1,0,mTurk_synthetic_covid_2,0
3747,I have been having a problem in cooking pizza buddy. I kindly need your help.,1,60.00%,0,80.00%,Everyday Decision Making,Other,Everyday Decision Making,2.2,1,2.64,5,0,0.4,0.2,0.2,0,0.2,0,0,0,mTurk_synthetic_covid_2,0
3748,I have been stressing about my work situation.,1,100.00%,1,60.00%,Work,Work,Emotional Turmoil,4.6,4,1.62,6,0.1,0,0,0.2,0,0,0,0.7,0,mTurk_synthetic_covid_2,0
3749,"in this strees will affected for workplace,school,coolege,shopping,purchasing",1,100.00%,0,100.00%,Financial Problem,Work,School,4.4,3,3.07,9,0,0,0,0,0.4,0,0,0.6,0,mTurk_synthetic_covid_2,0
3750,No time to myself,1,100.00%,0,80.00%,Family Issues,Social Relationships,Everyday Decision Making,3.6,2,1.96,7,0,0,0.2,0.2,0,0,0.5,0,0.1,mTurk_synthetic_covid_2,0
3751,My son has been so angry lately.,1,100.00%,0,60.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,4.2,4,2.04,6,0.2,0,0,0.3,0,0.2,0.3,0,0,mTurk_synthetic_covid_2,0
3752,good,0,100.00%,0,100.00%,Emotional Turmoil,Other, ,0,0,0,5,0,1,0,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3753,I am stressed about whether or not I will be attending school in person.,1,100.00%,1,60.00%,School,School,Emotional Turmoil,3.4,4,0.8,5,0,0,0,0.2,0.8,0,0,0,0,mTurk_synthetic_covid_2,0
3754,"Covid 19, and my fight with Social Security to get disability started.",1,100.00%,1,100.00%,Financial Problem,Financial Problem,"Health, Fatigue, or Physical Pain",5.8,6,2.32,8,0.5,0,0,0,0,0.2,0,0,0.3,mTurk_synthetic_covid_2,0
3755,just had to spend a ton of money fixing our plumbing,1,100.00%,0,60.00%,Financial Problem,Financial Problem,Social Relationships,3.8,3,1.47,7,0.4,0.1,0.1,0.2,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3756,I've had to work more hours,1,80.00%,0,60.00%,Work,Work,Other,3,2,2.68,6,0,0.2,0,0,0,0,0,0.7,0.1,mTurk_synthetic_covid_2,0
3757,I cant stand not having work to do,1,100.00%,1,60.00%,Work,Work,Financial Problem,5.2,4,1.94,7,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3758,I am really stressed about the state of the government and coronavirus,1,100.00%,1,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Everyday Decision Making,6.4,6,1.02,9,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.3,mTurk_synthetic_covid_2,0
3759,Moving and getting the next step of my life going.,1,80.00%,0,100.00%,Financial Problem,Everyday Decision Making,Other,3.4,4,2.15,5,0,0.4,0.6,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3760,This covid-19 thing has got me stressed bad,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,"Health, Fatigue, or Physical Pain",7,8,1.55,6,0,0,0,0.4,0,0,0.1,0.1,0.4,mTurk_synthetic_covid_2,0
3761,I've been stressed about coronavirus,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,4.2,4,1.47,5,0,0.2,0.2,0,0,0,0,0,0.6,mTurk_synthetic_covid_2,0
3762,The stock market is tanking and its killing my retirement!,1,100.00%,0,80.00%,Financial Problem,Financial Problem,Emotional Turmoil,4.8,4,0.98,5,0.8,0,0,0.2,0,0,0,0,0,mTurk_synthetic_covid_2,0
3763,Good,0,100.00%,0,100.00%,Emotional Turmoil,Other, ,0,0,0,5,0,1,0,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3764,The protests within my local area.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,4.8,6,1.94,7,0,0.5,0.1,0.3,0,0,0.1,0,0,mTurk_synthetic_covid_2,0
3765,Finances. The reduced hours at work have me scrambling for cash.,1,100.00%,0,60.00%,Financial Problem,Work,Financial Problem,4.8,4,1.47,9,0.4,0,0,0.2,0,0,0,0.4,0,mTurk_synthetic_covid_2,0
3766,"I really want to plan a vacation, but COVID has made me question whether travel is safe",1,80.00%,1,100.00%,Other,Emotional Turmoil,Everyday Decision Making,1.2,1,0.98,5,0,0.2,0.4,0.4,0,0,0,0,0,mTurk_synthetic_covid_2,0
3767,Working from home at this point in the year.,1,100.00%,1,60.00%,Work,Work,Emotional Turmoil,4,5,1.79,5,0,0,0,0.2,0,0,0.2,0.6,0,mTurk_synthetic_covid_2,0
3768,The uncertainty of the economy,1,100.00%,1,60.00%,Financial Problem,Other,Emotional Turmoil,4.2,4,0.98,5,0.2,0.4,0,0.4,0,0,0,0,0,mTurk_synthetic_covid_2,0
3769,Getting ready for upcoming hospital procedure - very stressful.,1,100.00%,0,60.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Financial Problem,7.2,7,0.4,5,0.2,0,0,0,0,0,0,0.2,0.6,mTurk_synthetic_covid_2,0
3770,Work is expecting me back and I feel unsafe going back,1,100.00%,1,80.00%,Work,Work,Financial Problem,4.6,5,1.5,7,0.2,0,0,0,0,0,0,0.6,0.2,mTurk_synthetic_covid_2,0
3771,the skin issue on my face,1,100.00%,0,60.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Emotional Turmoil,3.6,3,1.96,5,0,0,0,0.2,0,0,0.2,0,0.6,mTurk_synthetic_covid_2,0
3772,Money has been on my mind a lot and really stressing about income.,1,100.00%,1,60.00%,Financial Problem,Financial Problem,Family Issues,5.4,5,2.06,6,0.7,0,0,0,0,0.2,0,0.1,0,mTurk_synthetic_covid_2,0
3773,I don't feel like I'm making any progress.,1,100.00%,0,60.00%,Financial Problem,Everyday Decision Making,School,4.2,4,2.04,5,0,0,0.4,0.2,0.2,0,0,0.2,0,mTurk_synthetic_covid_2,0
3774,I have been stressing over grocery shopping Iam all must running out of grocery,1,100.00%,1,60.00%,Family Issues,Everyday Decision Making,Social Relationships,3.2,3,1.72,7,0.1,0.1,0.6,0,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3775,I wanted to be happy,1,80.00%,0,100.00%,School,Emotional Turmoil,Other,2.6,2,1.96,5,0,0.2,0,0.8,0,0,0,0,0,mTurk_synthetic_covid_2,0
3776,your are mine and i am yours,0,60.00%,0,100.00%,Work,Other,Social Relationships,1.4,0,1.74,6,0,0.6,0,0.1,0,0,0.3,0,0,mTurk_synthetic_covid_2,0
3777,my puppy getting her shots,1,80.00%,0,60.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,2,2,1.26,5,0,0.2,0.2,0.2,0,0.2,0.2,0,0,mTurk_synthetic_covid_2,0
3778,Finding childcare has been hard!,1,100.00%,0,60.00%,Everyday Decision Making,Family Issues,Everyday Decision Making,4.8,4,1.47,8,0.1,0,0.2,0,0,0.4,0.2,0.1,0,mTurk_synthetic_covid_2,0
3779,yea doing that thing with my mom,0,80.00%,0,80.00%,Other,Other,Family Issues,1.2,0,2.4,5,0,0.8,0,0,0,0.2,0,0,0,mTurk_synthetic_covid_2,0
3780,mt criminal charges,1,80.00%,0,80.00%,Other,Everyday Decision Making,Other,6.2,7,3.54,7,0.2,0.2,0.4,0,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3781,Just not knowing the future and whether or not i will be able to work,1,100.00%,1,80.00%,Work,Work,Emotional Turmoil,5.2,6,1.47,6,0.1,0,0,0.2,0,0,0,0.7,0,mTurk_synthetic_covid_2,0
3782,I have been stressed out about moving.,1,100.00%,0,60.00%,Other,Other,Social Relationships,4.2,5,2.32,7,0,0.4,0.1,0,0,0.2,0.2,0,0.1,mTurk_synthetic_covid_2,0
3783,"I haven't been making as much money as I need, and I'm working hard.",1,100.00%,1,60.00%,Financial Problem,Financial Problem,Work,5.8,5,1.47,8,0.5,0,0,0,0,0,0.2,0.3,0,mTurk_synthetic_covid_2,0
3784,My mom and I have been arguing.,1,100.00%,0,80.00%,Family Issues,Family Issues,Emotional Turmoil,3.8,4,1.33,5,0,0,0,0.2,0,0.8,0,0,0,mTurk_synthetic_covid_2,0
3785,I am stressed about returning to work when we are not yet prepared.,1,100.00%,1,60.00%,Work,Work,"Health, Fatigue, or Physical Pain",4.6,5,1.62,7,0,0,0,0,0,0,0,0.8,0.2,mTurk_synthetic_covid_2,0
3786,I've been having a hard time getting enough sleep.,1,100.00%,1,80.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Emotional Turmoil,4.8,3,2.4,6,0,0,0,0.3,0,0,0.2,0,0.5,mTurk_synthetic_covid_2,0
3787,Classes have been super stressful lately,1,100.00%,0,80.00%,School,School,Financial Problem,3.6,4,1.85,5,0.2,0,0,0,0.8,0,0,0,0,mTurk_synthetic_covid_2,0
3788,I am really stressed about my pups kidney disease.  It is getting worse.,1,100.00%,0,60.00%,Financial Problem,Emotional Turmoil,Social Relationships,4.4,4,1.36,7,0.2,0.2,0,0.3,0,0,0.2,0,0.1,mTurk_synthetic_covid_2,0
3789,"HEY, THANKS FOR REPLYING. I LOST MY JOB RECENTLY AND MY GIRLFRIEND, CHLOE LEFT ME",1,100.00%,0,80.00%,Work,Work,Social Relationships,7.2,8,1.17,9,0.2,0,0,0.2,0,0,0.2,0.4,0,mTurk_synthetic_covid_2,0
3790,I am not having any luck with my job search.,1,100.00%,0,80.00%,Work,Work, ,4.6,5,1.02,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic_covid_2,0
3791,I been stressing about not being able to work because of the Covid 19.,1,100.00%,1,100.00%,Work,Work,Financial Problem,6.4,7,1.62,8,0.2,0,0,0,0,0,0,0.7,0.1,mTurk_synthetic_covid_2,0
3792,"Doing well, a recent situation that's been stressing me out for sure Covid-19",1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Emotional Turmoil,3.6,4,1.62,6,0,0.1,0,0.4,0,0,0,0,0.5,mTurk_synthetic_covid_2,0
3793,"My roommate has lost his job, and isn't able to pay full rent.",1,100.00%,0,60.00%,Financial Problem,Financial Problem,Social Relationships,5.8,6,1.17,7,0.8,0,0,0,0,0,0.1,0.1,0,mTurk_synthetic_covid_2,0
3794,Thinking about the virus,1,80.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Social Relationships,"Health, Fatigue, or Physical Pain",3.4,4,2.33,7,0,0.2,0,0.1,0,0,0.4,0,0.3,mTurk_synthetic_covid_2,0
3795,I guess moving in and trying to find work during a hiring freeze,1,100.00%,1,80.00%,Work,Financial Problem,Everyday Decision Making,4.2,4,1.33,7,0.4,0,0.2,0.2,0,0,0.1,0.1,0,mTurk_synthetic_covid_2,0
3796,Fighting with my racist family,1,100.00%,0,60.00%,Emotional Turmoil,Emotional Turmoil,Family Issues,5.6,5,2.42,5,0,0,0,0.4,0,0.4,0.2,0,0,mTurk_synthetic_covid_2,0
3797,I'm greatly concerned about defunding Police.,1,100.00%,0,80.00%,Emotional Turmoil,Other,Emotional Turmoil,4.2,4,1.17,5,0,0.6,0,0.2,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3798,Trying to complete these reports before the deadline.,1,100.00%,0,100.00%,Work,Work,School,3.4,4,1.36,6,0,0,0,0,0.1,0,0,0.9,0,mTurk_synthetic_covid_2,0
3799,Interesting survey,0,80.00%,0,80.00%,Social Relationships,Other,Emotional Turmoil,0.6,0,1.2,5,0,0.8,0,0.2,0,0,0,0,0,mTurk_synthetic_covid_2,0
3800,I have a huge paper due in school,1,100.00%,0,80.00%,School,School,Emotional Turmoil,5.6,6,0.49,5,0,0,0,0.2,0.8,0,0,0,0,mTurk_synthetic_covid_2,0
3801,I am concerned about the job market as a recent graduate during the pandemic,1,100.00%,1,100.00%,Work,Work,Financial Problem,6.4,6,1.5,7,0.2,0,0,0.2,0,0,0.2,0.4,0,mTurk_synthetic_covid_2,0
3802,' my work I'm ready to go back,1,80.00%,0,60.00%,Work,Work,Other,4,6,2.9,5,0,0.2,0,0,0,0,0,0.6,0.2,mTurk_synthetic_covid_2,0
3803,my flights for my upcoming vacation were cancelled!,1,100.00%,0,60.00%,Other,Other,Emotional Turmoil,5,4,2.1,5,0,0.6,0,0.4,0,0,0,0,0,mTurk_synthetic_covid_2,0
3804,all the crap with marissa,1,100.00%,0,100.00%,Financial Problem,Social Relationships,Family Issues,3.8,4,1.17,7,0,0,0,0,0,0.2,0.8,0,0,mTurk_synthetic_covid_2,0
3805,COVID,1,80.00%,1,80.00%,Work,"Health, Fatigue, or Physical Pain",Other,4.6,6,2.33,5,0,0.2,0,0,0,0,0.2,0,0.6,mTurk_synthetic_covid_2,0
3806,I've been furloughed so I'm not sure if my job is going to be safe.,1,100.00%,1,60.00%,Work,Work,Financial Problem,6,6,1.1,7,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic_covid_2,0
3807,feel free to stress out,0,60.00%,0,80.00%,Work,Other,Everyday Decision Making,1.4,0,1.96,5,0,0.6,0.2,0.2,0,0,0,0,0,mTurk_synthetic_covid_2,0
3808,Definitely how bad police brutality has gotten since the protests started,1,100.00%,0,60.00%,Emotional Turmoil,Other,Emotional Turmoil,3.8,4,0.75,6,0,0.4,0.1,0.3,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3809,Trump's reaction to everything is making me crazy,1,100.00%,0,80.00%,Other,Other,Emotional Turmoil,3.2,3,0.4,6,0,0.7,0,0.3,0,0,0,0,0,mTurk_synthetic_covid_2,0
3810,I am stressed about my finalgrade,1,100.00%,1,60.00%,School,School, ,5.2,4,2.48,5,0,0,0,0,1,0,0,0,0,mTurk_synthetic_covid_2,0
3811,I've been having a lot of schoolwork that I have to finish each day.,1,100.00%,0,100.00%,School,School, ,4.2,4,1.47,5,0,0,0,0,1,0,0,0,0,mTurk_synthetic_covid_2,0
3812,Work has me so stressed you wouldn't believe! It's a nightmare.,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,5.8,6,1.6,6,0,0,0,0.1,0,0,0,0.9,0,mTurk_synthetic_covid_2,0
3813,"Alex's position as an airline pilot worries me, the planes aren't flying often anymore.",1,80.00%,1,60.00%,Family Issues,Work,Emotional Turmoil,3,3,1.9,7,0,0.2,0,0.2,0,0.1,0.2,0.3,0,mTurk_synthetic_covid_2,0
3814,I have been having pain in my left foot,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain", ,3.8,4,1.6,5,0,0,0,0,0,0,0,0,1,mTurk_synthetic_covid_2,0
3815,I am so stressed. I dont know what to make for dinner tonight and we have guests coming.,1,100.00%,0,60.00%,Social Relationships,Social Relationships,Emotional Turmoil,4.2,3,2.48,5,0,0,0.2,0.4,0,0,0.4,0,0,mTurk_synthetic_covid_2,0
3816,My relationship with my boyfriend's son.,1,80.00%,0,100.00%,Emotional Turmoil,Family Issues,Other,4.2,3,3.66,6,0,0.2,0,0.1,0,0.5,0.2,0,0,mTurk_synthetic_covid_2,0
3817,I have been stressed about my health and fear of COVID-19.,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,"Health, Fatigue, or Physical Pain",5.2,5,2.32,5,0.2,0,0,0.4,0,0,0,0,0.4,mTurk_synthetic_covid_2,0
3818,Trying to navigate my state's unemployment website!,1,100.00%,1,60.00%,Financial Problem,Financial Problem,Emotional Turmoil,4.6,4,2.42,7,0.4,0.1,0,0.3,0,0,0.2,0,0,mTurk_synthetic_covid_2,0
3819,im stressed about losing my job,1,100.00%,1,60.00%,Work,Work,Social Relationships,5.6,5,1.62,5,0,0,0,0.2,0,0,0.2,0.6,0,mTurk_synthetic_covid_2,0
3820,I am doing yoga or meditation in order to overcome stress,0,60.00%,0,80.00%,Work,Other,Financial Problem,1,0,1.26,5,0.2,0.8,0,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3821,my inlaws are crazy,1,100.00%,0,80.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,5.6,5,2.33,7,0,0,0,0.4,0,0.6,0,0,0,mTurk_synthetic_covid_2,0
3822,How I am going to pay off all my debt is stressing me out.,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,5.6,6,1.36,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic_covid_2,0
3823,Work and what's going on around the world.,1,100.00%,1,100.00%,Work,Emotional Turmoil,Work,4.2,4,2.64,8,0,0.1,0,0.3,0,0,0.1,0.3,0.2,mTurk_synthetic_covid_2,0
3824,I would say that the coronavirus has been the number one stresser.,1,100.00%,1,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Other,5.6,5,1.96,6,0,0.2,0.1,0.2,0,0,0,0,0.5,mTurk_synthetic_covid_2,0
3825,im afraid of catching covid19. I still have to work and im putting my self and my family,1,100.00%,1,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Social Relationships,5,4,2.1,6,0,0,0,0.2,0,0.2,0.2,0.1,0.3,mTurk_synthetic_covid_2,0
3826,I'm homeschooling my son and he's struggling to stay focuses,1,100.00%,0,60.00%,Family Issues,School,Family Issues,4.2,5,1.47,7,0,0,0,0.1,0.6,0.3,0,0,0,mTurk_synthetic_covid_2,0
3827,The world is a disaster right now.,1,100.00%,0,80.00%,Emotional Turmoil,Other,Everyday Decision Making,5.4,4,3.14,8,0.1,0.3,0.2,0.2,0,0,0.1,0.1,0,mTurk_synthetic_covid_2,0
3828,i am really confused and frankly quite frusterated with parts of my life.,1,100.00%,0,100.00%,Other,Financial Problem,Emotional Turmoil,4.8,5,1.72,9,0.3,0,0.2,0.3,0,0,0.1,0,0.1,InquireComposited,0
3829,I'm tired of not having my mother. what happened,1,100.00%,0,100.00%,Other,Family Issues,Emotional Turmoil,4.8,4,2.32,7,0,0,0,0.1,0,0.8,0.1,0,0,InquireComposited,0
